cluster_0,cluster_1,cluster_2,cluster_3,cluster_4
,,162708430,66556096,
,,162708431,66556182,
,,162708471,66556183,
,,162708472,66556184,
,,162708490,66556185,
,,162708636,66556186,
,,162708637,66556187,
,,162708641,66556455,
,,162708642,66556456,
,,162708643,66556540,
,,162708737,66556550,
,,162708773,66556622,
,,162708774,66556758,
,,162708775,66556917,
,,162708776,66556961,
,,162708917,66556962,
,,162708918,66556963,
,,162709263,66556968,
,,162709282,66556969,
,,162709283,66556970,
,,162709284,66557046,
,,162709368,66557047,
,,162709431,66557052,
,,162709432,66557053,
,,162709433,66557175,
,,162709434,66557202,
,,162709690,66557513,
,,162709705,66557543,
,,162709712,66557578,
,,162709730,66557635,
,,162709861,66557760,
,,162709891,66557761,
,,162709892,66557800,
,,162709906,66557801,
,,162710110,66557923,
,,162710111,66557989,
,,162710115,66557994,
,,162710126,66558168,
,,162710127,66558169,
,,162710128,66558505,
,,162710129,66558506,
,,162710363,66558507,
,,162710364,66558508,
,,162710523,66558639,
,,162710545,66558725,
,,162710546,66558726,
,,162710567,66558730,
,,162710707,66558731,
,,162710717,66558845,
,,162710718,66558863,
,,162710866,66558864,
,,162710886,66558865,
,,162710942,66558892,
,,162710965,66558899,
,,162710985,66559076,
,,162710986,66559167,
,,162710992,66559168,
,,162711011,66559531,
,,162711030,66559532,
,,162711128,66559538,
,,162711473,66559651,
,,162711480,66559652,
,,162711724,66559653,
,,162711725,66559654,
,,162711726,66559741,
,,162711727,66560468,
,,162711728,66560469,
,,162711729,66560527,
,,162711730,66560558,
,,162711869,66560773,
,,162711977,66560949,
,,162711978,66561004,
,,162711979,66561005,
,,162712049,66561006,
,,162712050,66561007,
,,162712093,66561590,
,,162712105,66562287,
,,162712189,66562680,
,,162712268,66562681,
,,162712284,66562682,
,,162712315,66562686,
,,162712316,66562687,
,,162712529,66562688,
,,162712568,66562723,
,,162712950,66562779,
,,162712951,66563093,
,,162713004,66563094,
,,162713005,66563171,
,,162713025,66563302,
,,162713171,66563322,
,,162713245,66563323,
,,162713310,66563324,
,,162713311,66563449,
,,162713387,66563499,
,,162713466,66563500,
,,162713524,66563635,
,,162713525,66563788,
,,162713630,66563789,
,,162713689,66563790,
,,162713690,66564030,
,,162713701,66564151,
,,162713702,66564454,
,,162713703,66564714,
,,162713704,66564715,
,,162713705,66564788,
,,162713706,66564789,
,,162713707,66564790,
,,162713708,66564793,
,,162713798,66564794,
,,162713799,66564833,
,,162713800,66564997,
,,162714232,66565275,
,,162714233,66565397,
,,162714234,66565555,
,,162714235,66565969,
,,162714236,66565995,
,,162714237,66566193,
,,162714303,66566194,
,,162714411,66566389,
,,162714445,66566708,
,,162714637,66566709,
,,162714638,66566710,
,,162714639,66566711,
,,162714818,66566712,
,,162714824,66566796,
,,162714825,66566833,
,,162714878,66566834,
,,162714879,66567051,
,,162714883,66567240,
,,162714884,66567265,
,,162714885,66567266,
,,162714886,66567267,
,,162714924,66567387,
,,162714930,66567499,
,,162714931,66567500,
,,162714932,66567686,
,,162714943,66567687,
,,162714989,66567688,
,,162715107,66567728,
,,162715108,66567729,
,,162715109,66567730,
,,162715114,66567731,
,,162715180,66567732,
,,162715182,66567807,
,,162715293,66567808,
,,162715363,66567902,
,,162715364,66567903,
,,162715470,66567904,
,,162715480,66567990,
,,162715513,66568035,
,,162715514,66568078,
,,162715515,66568079,
,,162715536,66568451,
,,162715549,66568505,
,,162715566,66568506,
,,162715742,66568643,
,,162715812,66568665,
,,162715813,66568904,
,,162715880,66568905,
,,162715881,66569272,
,,162716143,66569533,
,,162716172,66569534,
,,162716184,66569647,
,,162716195,66569880,
,,162716431,66569882,
,,162716432,66569989,
,,162716579,66570125,
,,162716625,66570481,
,,162716626,66570482,
,,162716668,66570483,
,,162716669,66570679,
,,162716670,66570680,
,,162716671,66570681,
,,162716679,66570682,
,,162716680,66570683,
,,162716681,66570734,
,,162716714,66570735,
,,162716853,66571191,
,,162716905,66571200,
,,162716906,66571238,
,,162716935,66571361,
,,162716936,66571362,
,,162716968,66571950,
,,162716994,66571951,
,,162717088,66571952,
,,162717089,66571953,
,,162717174,66571954,
,,162717175,66572010,
,,162717343,66572375,
,,162717344,66572376,
,,162717378,66572471,
,,162717438,66572472,
,,162717439,66572473,
,,162717496,66572474,
,,162717497,66572749,
,,162717680,66572750,
,,162717681,66572751,
,,162717682,66572752,
,,162717683,66573031,
,,162717849,66573492,
,,162717854,66573600,
,,162717880,66573849,
,,162717897,66573875,
,,162717898,66573876,
,,162717983,66574150,
,,162717984,66574151,
,,162717985,66574152,
,,162717986,66574153,
,,162717987,66574259,
,,162717988,66574260,
,,162717989,66574262,
,,162717996,66574263,
,,162718281,66574489,
,,162718354,66574504,
,,162718355,66574505,
,,162718569,66574506,
,,162718953,66574758,
,,162719063,66574759,
,,162719087,66574916,
,,162719093,66574917,
,,162719145,66574918,
,,162719146,66575183,
,,162719325,66575184,
,,162719329,66575185,
,,162719334,66575295,
,,162719335,66575296,
,,162719336,66575297,
,,162719383,66575298,
,,162719384,66575467,
,,162719385,66575468,
,,162719386,66575469,
,,162719450,66575470,
,,162719453,66575620,
,,162719509,66575883,
,,162719573,66575993,
,,162719574,66575994,
,,162719642,66576213,
,,162719770,66576396,
,,162719908,66576397,
,,162719909,66576673,
,,162719910,66576674,
,,162720054,66576840,
,,162720106,66577416,
,,162720195,66577417,
,,162720467,66577418,
,,162720468,66577419,
,,162720571,66577475,
,,162720585,66577476,
,,162720746,66577922,
,,162720855,66577923,
,,162720971,66577924,
,,162720987,66577925,
,,162720988,66577926,
,,162720992,66578393,
,,162721001,66578394,
,,162721033,66578495,
,,162721035,66578496,
,,162721036,66578497,
,,162721129,66578498,
,,162721130,66578499,
,,162721360,66578522,
,,162721365,66578523,
,,162721426,66578524,
,,162721427,66578525,
,,162721435,66578526,
,,162721436,66578527,
,,162721568,66578942,
,,162721575,66578943,
,,162721681,66578944,
,,162721682,66579056,
,,162721722,66579057,
,,162721724,66579109,
,,162721755,66579119,
,,162721756,66579120,
,,162721860,66579417,
,,162721881,66579499,
,,162721882,66579665,
,,162721939,66579710,
,,162721940,66579711,
,,162722040,66579783,
,,162722047,66579956,
,,162722048,66579957,
,,162722245,66579958,
,,162722310,66580019,
,,162722400,66580020,
,,162722496,66580196,
,,162722497,66580197,
,,162722534,66580198,
,,162722535,66580232,
,,162722544,66580379,
,,162722545,66580380,
,,162722576,66580381,
,,162722577,66580382,
,,162722578,66580383,
,,162722579,66580610,
,,162722580,66580611,
,,162722655,66580612,
,,162722656,66580739,
,,162722670,66580740,
,,162722671,66580856,
,,162722729,66580857,
,,162722752,66580858,
,,162722753,66581162,
,,162722754,66581163,
,,162722833,66581589,
,,162722839,66582015,
,,162722843,66582225,
,,162722844,66582226,
,,162722860,66582320,
,,162722861,66582601,
,,162722970,66582934,
,,162722985,66583040,
,,162722986,66583218,
,,162722987,66583219,
,,162723017,66583369,
,,162723044,66583370,
,,162723045,66583371,
,,162723185,66583372,
,,162723224,66583474,
,,162723225,66583610,
,,162723285,66583615,
,,162723286,66583737,
,,162723287,66583883,
,,162723288,66584003,
,,162723358,66584072,
,,162723359,66584073,
,,162723360,66584074,
,,162723474,66584075,
,,162723475,66584076,
,,162723476,66584330,
,,162723477,66584331,
,,162723533,66584832,
,,162723604,66585067,
,,162723608,66585068,
,,162723611,66585177,
,,162723631,66585208,
,,162723632,66585209,
,,162723633,66585418,
,,162723644,66585419,
,,162723698,66585420,
,,162723831,66585421,
,,162723956,66585472,
,,162723957,66585594,
,,162724051,66585623,
,,162724224,66585624,
,,162724318,66585625,
,,162724382,66585626,
,,162724383,66585627,
,,162724458,66585628,
,,162724459,66585685,
,,162724512,66585686,
,,162724535,66585755,
,,162724665,66585756,
,,162724707,66585757,
,,162724708,66585758,
,,162724834,66585759,
,,162724836,66586075,
,,162724837,66586581,
,,162724868,66586711,
,,162724939,66586719,
,,162724944,66586720,
,,162724945,66586721,
,,162724946,66586722,
,,162725060,66587006,
,,162725061,66587263,
,,162725062,66587414,
,,162725063,66587615,
,,162725064,66587616,
,,162725065,66587689,
,,162725066,66587690,
,,162725248,66588062,
,,162725249,66588063,
,,162725250,66588228,
,,162725274,66588317,
,,162725281,66588543,
,,162725491,66588544,
,,162725593,66589200,
,,162725594,66589201,
,,162725595,66589701,
,,162725821,66589802,
,,162725822,66589803,
,,162725840,66590092,
,,162725921,66590501,
,,162725922,66590642,
,,162726152,66590643,
,,162726248,66590644,
,,162726249,66590814,
,,162726275,66590825,
,,162726279,66590826,
,,162726322,66591028,
,,162726323,66591198,
,,162726324,66591401,
,,162726405,66591566,
,,162726441,66591632,
,,162726442,66591930,
,,162726464,66592001,
,,162726568,66592002,
,,162726569,66592003,
,,162726601,66592004,
,,162726602,66592005,
,,162726618,66592256,
,,162726666,66592257,
,,162726709,66592258,
,,162726723,66592367,
,,162726724,66592368,
,,162726771,66592369,
,,162726772,66592370,
,,162726773,66592371,
,,162726774,66592372,
,,162726906,66592377,
,,162726907,66592481,
,,162726925,66592482,
,,162726949,66592790,
,,162726950,66593176,
,,162726951,66593177,
,,162726988,66593178,
,,162727033,66593179,
,,162727228,66593180,
,,162727291,66593181,
,,162727345,66593214,
,,162727417,66593367,
,,162727440,66593596,
,,162727441,66593900,
,,162727479,66593901,
,,162727509,66593902,
,,162727510,66593903,
,,162727511,66594345,
,,162727512,66594393,
,,162727513,66594394,
,,162727557,66594741,
,,162727604,66594742,
,,162727715,66594910,
,,162727840,66594917,
,,162727928,66594918,
,,162727965,66595099,
,,162727971,66595319,
,,162728078,66595455,
,,162728109,66595749,
,,162728225,66596091,
,,162728226,66596092,
,,162728239,66596261,
,,162728240,66596262,
,,162728241,66596385,
,,162728242,66596386,
,,162728243,66596395,
,,162728244,66596396,
,,162728419,66596397,
,,162728463,66596605,
,,162728475,66596752,
,,162728670,66596941,
,,162728717,66596942,
,,162728755,66596943,
,,162729001,66596944,
,,162729070,66597001,
,,162729071,66597572,
,,162729172,66597684,
,,162729173,66597685,
,,162729190,66597948,
,,162729206,66598006,
,,162729366,66598147,
,,162729386,66598148,
,,162729405,66598568,
,,162729495,66598789,
,,162729574,66598790,
,,162729724,66598791,
,,162729725,66598792,
,,162729835,66598793,
,,162729895,66598794,
,,162729936,66598812,
,,162729937,66598813,
,,162730045,66598814,
,,162730211,66598815,
,,162730212,66598944,
,,162730260,66599016,
,,162730317,66599085,
,,162730318,66599223,
,,162730319,66599224,
,,162730354,66599225,
,,162730422,66599226,
,,162730423,66599227,
,,162730424,66599232,
,,162730425,66599233,
,,162730426,66599272,
,,162730427,66599273,
,,162730428,66599274,
,,162730429,66599275,
,,162730430,66599276,
,,162730431,66599277,
,,162730432,66599278,
,,162730433,66599355,
,,162730434,66599517,
,,162730584,66599518,
,,162730585,66599519,
,,162730586,66599760,
,,162730600,66599775,
,,162730654,66599787,
,,162730655,66599937,
,,162730656,66600008,
,,162730657,66600222,
,,162730700,66600223,
,,162730813,66600240,
,,162730967,66600241,
,,162730968,66600428,
,,162730969,66600715,
,,162731046,66600716,
,,162731047,66600743,
,,162731196,66600744,
,,162731395,66600745,
,,162731396,66601163,
,,162731397,66601176,
,,162731398,66601643,
,,162731399,66601645,
,,162731400,66601831,
,,162731679,66601832,
,,162731726,66601833,
,,162731727,66601834,
,,162731777,66601835,
,,162731778,66601836,
,,162731964,66601837,
,,162731965,66601838,
,,162731966,66601936,
,,162731967,66602073,
,,162732061,66602131,
,,162732062,66602193,
,,162732063,66602333,
,,162732064,66602522,
,,162732101,66602523,
,,162732102,66602527,
,,162732154,66602552,
,,162732242,66602553,
,,162732253,66602845,
,,162732254,66602846,
,,162732255,66602847,
,,162732370,66602848,
,,162732371,66602849,
,,162732372,66602850,
,,162732423,66602851,
,,162732490,66602852,
,,162732491,66602853,
,,162732602,66602860,
,,162732733,66603078,
,,162732734,66603132,
,,162732761,66603402,
,,162732834,66603416,
,,162732835,66603417,
,,162732836,66603418,
,,162732837,66603680,
,,162732853,66603822,
,,162732854,66604158,
,,162732880,66604411,
,,162733030,66604412,
,,162733080,66604413,
,,162733081,66604414,
,,162733083,66604626,
,,162733104,66604627,
,,162733105,66604903,
,,162733106,66604918,
,,162733107,66605003,
,,162733137,66605064,
,,162733196,66605231,
,,162733239,66605232,
,,162733370,66605233,
,,162733453,66605234,
,,162733514,66605235,
,,162733546,66605236,
,,162733547,66605237,
,,162733548,66605238,
,,162733549,66605239,
,,162733583,66605393,
,,162733635,66605396,
,,162733696,66605397,
,,162733697,66605545,
,,162733728,66605546,
,,162733729,66605651,
,,162733730,66605765,
,,162733731,66605897,
,,162733732,66606003,
,,162733733,66606004,
,,162733778,66606005,
,,162733779,66606006,
,,162733780,66606030,
,,162733781,66606031,
,,162733805,66606094,
,,162733806,66606115,
,,162733807,66606297,
,,162733808,66606477,
,,162733848,66606478,
,,162733849,66606479,
,,162733875,66606480,
,,162733976,66606481,
,,162733977,66606482,
,,162733993,66606483,
,,162734000,66606484,
,,162734001,66606629,
,,162734006,66606630,
,,162734007,66606657,
,,162734091,66606782,
,,162734092,66606783,
,,162734093,66606784,
,,162734188,66607116,
,,162734292,66607117,
,,162734320,66607313,
,,162734321,66607500,
,,162734322,66607501,
,,162734483,66607502,
,,162734484,66607503,
,,162734485,66607996,
,,162734583,66608043,
,,162734584,66608482,
,,162734711,66608636,
,,162734754,66609047,
,,162734992,66609048,
,,162735138,66609049,
,,162735185,66609092,
,,162735230,66609398,
,,162735254,66609556,
,,162735289,66609557,
,,162735383,66609971,
,,162735446,66609972,
,,162735447,66610096,
,,162735448,66610129,
,,162735449,66610130,
,,162735450,66610358,
,,162735470,66610359,
,,162735473,66610360,
,,162735474,66610361,
,,162735486,66610362,
,,162735487,66610363,
,,162735552,66610364,
,,162735694,66610377,
,,162735711,66610378,
,,162735768,66610514,
,,162735814,66610515,
,,162735815,66610516,
,,162735816,66610517,
,,162735817,66610518,
,,162735822,66610596,
,,162735828,66610892,
,,162735840,66610927,
,,162735841,66611486,
,,162735842,66611487,
,,162735940,66611516,
,,162736084,66611517,
,,162736085,66611518,
,,162736086,66611686,
,,162736122,66611687,
,,162736123,66611722,
,,162736337,66611824,
,,162736338,66612022,
,,162736390,66612071,
,,162736404,66612072,
,,162736421,66612103,
,,162736434,66612104,
,,162736443,66612105,
,,162736444,66612106,
,,162736445,66612249,
,,162736489,66612336,
,,162736490,66612337,
,,162736491,66612611,
,,162736526,66612612,
,,162736527,66612691,
,,162736604,66613290,
,,162736605,66613474,
,,162736606,66613475,
,,162736636,66613485,
,,162736637,66613559,
,,162736638,66614314,
,,162736639,66614544,
,,162736640,66614594,
,,162736641,66614595,
,,162736731,66614596,
,,162737067,66614597,
,,162737068,66614598,
,,162737069,66614599,
,,162737070,66614600,
,,162737071,66614686,
,,162737072,66614687,
,,162737073,66614934,
,,162737074,66614935,
,,162737075,66614936,
,,162737076,66615189,
,,162737077,66615237,
,,162737078,66615238,
,,162737186,66615240,
,,162737187,66615400,
,,162737235,66615581,
,,162737378,66615688,
,,162737468,66615689,
,,162737497,66615826,
,,162737608,66615827,
,,162737658,66615866,
,,162737680,66615913,
,,162737681,66616131,
,,162737682,66616176,
,,162737907,66616177,
,,162738051,66616270,
,,162738081,66616271,
,,162738151,66616272,
,,162738194,66616273,
,,162738387,66616439,
,,162738603,66616663,
,,162738604,66616664,
,,162738605,66616665,
,,162738699,66616666,
,,162738746,66616967,
,,162738748,66616968,
,,162738796,66617139,
,,162738797,66617145,
,,162738991,66617188,
,,162739261,66617299,
,,162739367,66617388,
,,162739368,66617389,
,,162739422,66617390,
,,162739448,66617391,
,,162739514,66617498,
,,162739515,66617499,
,,162739516,66617500,
,,162739517,66617501,
,,162739518,66617864,
,,162739519,66617877,
,,162739550,66618004,
,,162739570,66618061,
,,162739587,66618062,
,,162739588,66618063,
,,162739589,66618168,
,,162739780,66618169,
,,162739781,66618339,
,,162739782,66618340,
,,162739798,66618558,
,,162739799,66618559,
,,162739800,66618947,
,,162739801,66618983,
,,162739802,66619028,
,,162739803,66619029,
,,162739804,66619396,
,,162739836,66619673,
,,162739843,66619674,
,,162739844,66619675,
,,162739900,66619715,
,,162739944,66619716,
,,162740160,66619717,
,,162740188,66619718,
,,162740208,66620291,
,,162740209,66620354,
,,162740210,66620356,
,,162740269,66620411,
,,162740738,66620412,
,,162740739,66620694,
,,162740740,66620695,
,,162740741,66620696,
,,162740791,66620896,
,,162740792,66620897,
,,162740810,66620898,
,,162740894,66620899,
,,162740903,66620939,
,,162741004,66621065,
,,162741039,66621066,
,,162741066,66621323,
,,162741067,66621324,
,,162741195,66621325,
,,162741196,66621454,
,,162741229,66621455,
,,162741237,66621476,
,,162741238,66621477,
,,162741239,66621502,
,,162741240,66621675,
,,162741267,66621676,
,,162741429,66621677,
,,162741537,66621678,
,,162741753,66621817,
,,162741754,66621818,
,,162741755,66621956,
,,162741782,66621957,
,,162741854,66621958,
,,162741901,66622178,
,,162741920,66622179,
,,162741921,66622732,
,,162741932,66622750,
,,162741933,66622751,
,,162741934,66622752,
,,162741935,66622824,
,,162741936,66622835,
,,162741937,66622836,
,,162741967,66622837,
,,162741968,66622838,
,,162741969,66622839,
,,162742041,66622840,
,,162742042,66622841,
,,162742049,66622842,
,,162742117,66622984,
,,162742118,66623176,
,,162742180,66623177,
,,162742237,66623178,
,,162742238,66623179,
,,162742353,66623433,
,,162742535,66623434,
,,162742536,66623911,
,,162742784,66623912,
,,162742785,66623913,
,,162742786,66623914,
,,162742916,66623924,
,,162742917,66623942,
,,162743019,66624122,
,,162743132,66624228,
,,162743153,66624229,
,,162743154,66624497,
,,162743183,66624738,
,,162743184,66624855,
,,162743211,66624933,
,,162743229,66624967,
,,162743230,66624968,
,,162743231,66624969,
,,162743408,66624970,
,,162743411,66624971,
,,162743412,66624972,
,,162743489,66624973,
,,162743502,66624974,
,,162743518,66624975,
,,162743519,66624976,
,,162743520,66624977,
,,162743550,66625585,
,,162743559,66625586,
,,162743646,66625961,
,,162743679,66625962,
,,162743728,66625963,
,,162743729,66625997,
,,162743992,66625998,
,,162744088,66626022,
,,162744089,66626023,
,,162744170,66626034,
,,162744189,66626208,
,,162744205,66626217,
,,162744213,66626218,
,,162744238,66626242,
,,162744239,66626362,
,,162744240,66626772,
,,162744241,66626773,
,,162744249,66626791,
,,162744250,66626987,
,,162744251,66627174,
,,162744252,66628162,
,,162744253,66628163,
,,162744401,66628164,
,,162744402,66628165,
,,162744504,66628166,
,,162744505,66628322,
,,162744644,66628442,
,,162744696,66628443,
,,162744752,66628444,
,,162744753,66628445,
,,162744754,66628922,
,,162744823,66629087,
,,162744824,66629184,
,,162744825,66629198,
,,162744826,66629206,
,,162744827,66629273,
,,162744914,66629274,
,,162744984,66629275,
,,162744985,66629276,
,,162744986,66629277,
,,162744987,66629513,
,,162744988,66629530,
,,162745118,66629531,
,,162745119,66630101,
,,162745120,66630255,
,,162745331,66630727,
,,162745332,66630813,
,,162745345,66630940,
,,162745360,66630941,
,,162745374,66631163,
,,162745418,66631164,
,,162745419,66631165,
,,162745420,66631437,
,,162745421,66631547,
,,162745459,66631652,
,,162745460,66631653,
,,162745461,66631660,
,,162745462,66631691,
,,162745636,66631692,
,,162745750,66631693,
,,162745751,66631710,
,,162745752,66631711,
,,162745921,66632127,
,,162745922,66632128,
,,162745983,66632129,
,,162745984,66632130,
,,162745985,66632188,
,,162745986,66632189,
,,162746087,66632316,
,,162746166,66632375,
,,162746359,66632376,
,,162746360,66632377,
,,162746464,66632378,
,,162746551,66632450,
,,162746585,66632470,
,,162746586,66632626,
,,162746669,66632855,
,,162746689,66632856,
,,162746690,66632857,
,,162746789,66632858,
,,162746791,66632859,
,,162746792,66632860,
,,162746836,66632861,
,,162746837,66632885,
,,162746883,66632987,
,,162746884,69348429,
,,162746999,69348524,
,,162747000,69348525,
,,162747014,69348526,
,,162747015,69348527,
,,162747016,69348528,
,,162747033,69348529,
,,162747034,69348530,
,,162747035,69348531,
,,162747036,69348532,
,,162747041,69348533,
,,162747159,69349032,
,,162747160,69349033,
,,162747339,69349034,
,,162747590,69349105,
,,162747603,69349110,
,,162747604,69349111,
,,162747605,69349666,
,,162747606,69349694,
,,162747621,69349695,
,,162747622,69349696,
,,162747623,69349821,
,,162747637,69349908,
,,162747638,69350011,
,,162747725,69350012,
,,162747726,69350013,
,,162747727,69350134,
,,162747728,69350371,
,,162747737,69350709,
,,162747744,69350868,
,,162747780,69351344,
,,162747792,69352058,
,,162747880,69352190,
,,162747973,69352590,
,,162747974,69352625,
,,162747994,69352628,
,,162748088,69352629,
,,162748094,69352630,
,,162748189,69352631,
,,162748190,69352632,
,,162748191,69352633,
,,162748280,69352835,
,,162748356,69352836,
,,162748357,69353115,
,,162748358,69353507,
,,162748359,69353515,
,,162748360,69353516,
,,162748361,69353517,
,,162748362,69353518,
,,162748368,69353597,
,,162748369,69353598,
,,162748370,69353869,
,,162748520,69353933,
,,162748521,69353934,
,,162748522,69353935,
,,162748523,69354098,
,,162748569,69354157,
,,162748570,69354215,
,,162748571,69354216,
,,162748604,69354271,
,,162748800,69354371,
,,162748809,69354587,
,,162748834,69354592,
,,162749055,69354820,
,,162749066,69354821,
,,162749067,69354822,
,,162749068,69354823,
,,162749201,69355006,
,,162749209,69355007,
,,162749232,69355034,
,,162749233,69355054,
,,162749234,69355055,
,,162749431,69355136,
,,162749627,69355209,
,,162749628,69355263,
,,162749637,69355264,
,,162749703,69355265,
,,162749774,69355266,
,,162749775,69355267,
,,162749810,69355354,
,,162749811,69355355,
,,162749812,69355356,
,,162749817,69355368,
,,162749871,69355661,
,,162749882,69355740,
,,162749884,69355741,
,,162749933,69355742,
,,162749934,69355743,
,,162749961,69355744,
,,162749962,69355745,
,,162749963,69355954,
,,162749969,69355955,
,,162750100,69355956,
,,162750152,69355957,
,,162750240,69355958,
,,162750241,69355976,
,,162750247,69355977,
,,162750249,69356468,
,,162750308,69356745,
,,162750309,69356746,
,,162750315,69356820,
,,162750316,69356832,
,,162750317,69357170,
,,162750318,69357171,
,,162750331,69357172,
,,162750332,69357194,
,,162750333,69357298,
,,162750396,69357299,
,,162750397,69357300,
,,162750419,69357446,
,,162750420,69357559,
,,162750510,69357580,
,,162750511,69357606,
,,162750530,69357607,
,,162750586,69358359,
,,162750587,69358434,
,,162750632,69358435,
,,162750633,69358436,
,,162750634,69358677,
,,162750635,69358909,
,,162750636,69358910,
,,162750637,69358911,
,,162750638,69358912,
,,162750639,69358979,
,,162750640,69358980,
,,162750641,69359176,
,,162750663,69359837,
,,162750751,69360358,
,,162750752,69360359,
,,162750761,69360695,
,,162751229,69360732,
,,162751301,69360998,
,,162751426,69360999,
,,162751427,69361000,
,,162751459,69361001,
,,162751460,69361041,
,,162751490,69361096,
,,162751508,69361097,
,,162751517,69361098,
,,162751649,69361143,
,,162751834,69361188,
,,162751835,69361249,
,,162751836,69361250,
,,162751843,69361444,
,,162751844,69361445,
,,162751882,69361446,
,,162751883,69361472,
,,162751919,69361522,
,,162751985,69361523,
,,162751986,69361524,
,,162751987,69361529,
,,162752010,69361530,
,,162752028,69361538,
,,162752029,69361539,
,,162752032,69361540,
,,162752033,69361589,
,,162752062,69361608,
,,162752189,69361671,
,,162752608,69361716,
,,162752801,69361875,
,,162752802,69361876,
,,162752803,69361929,
,,162752856,69362147,
,,162752928,69362562,
,,162752966,69362563,
,,162752967,69362778,
,,162753158,69362922,
,,162753159,69362923,
,,162753240,69362924,
,,162753241,69362925,
,,162753242,69363183,
,,162753243,69363465,
,,162753276,69363466,
,,162753323,69363467,
,,162753324,69363750,
,,162753325,69363751,
,,162753353,69363795,
,,162753422,69363796,
,,162753462,69363841,
,,162753517,69364223,
,,162753706,69364319,
,,162753707,69364320,
,,162753813,69364321,
,,162753814,69364322,
,,162754134,69364365,
,,162754158,69364366,
,,162754159,69364815,
,,162754160,69365283,
,,162754178,69365303,
,,162754183,69365304,
,,162754184,69365313,
,,162754185,69365480,
,,162754270,69365920,
,,162754296,69365921,
,,162754335,69366033,
,,162754336,69366034,
,,162754350,69366106,
,,162754393,69366107,
,,162754540,69366108,
,,162754561,69366203,
,,162754562,69366212,
,,162754563,69366472,
,,162754656,69366473,
,,162754783,69366474,
,,162754784,69366545,
,,162754800,69366546,
,,162754801,69366815,
,,162754802,69366816,
,,162754803,69366835,
,,162754804,69366836,
,,162754823,69366944,
,,162754890,69366945,
,,162754891,69366946,
,,162754892,69366947,
,,162754893,69366948,
,,162754914,69366949,
,,162754915,69366950,
,,162754916,69367056,
,,162754917,69367090,
,,162754918,69367154,
,,162754919,69367444,
,,162754920,69367606,
,,162754921,69367645,
,,162754922,69367646,
,,162754923,69368094,
,,162755006,69368095,
,,162755007,69368096,
,,162755008,69368157,
,,162755009,69368158,
,,162755010,69368464,
,,162755011,69368514,
,,162755024,69368890,
,,162755066,69368891,
,,162755265,69368892,
,,162755282,69368958,
,,162755283,69368959,
,,162755368,69368960,
,,162755414,69368961,
,,162755484,69368962,
,,162755485,69369274,
,,162755486,69369303,
,,162755499,69369353,
,,162755553,69369354,
,,162755574,69369369,
,,162755583,69369455,
,,162755629,69369608,
,,162755630,69369609,
,,162755658,69369652,
,,162755659,69369653,
,,162755719,69369858,
,,162755812,69369869,
,,162755930,69369870,
,,162755983,69369871,
,,162755984,69369872,
,,162755985,69369933,
,,162755987,69369934,
,,162755998,69369935,
,,162756070,69370299,
,,162756071,69370300,
,,162756072,69370301,
,,162756073,69370626,
,,162756074,69370627,
,,162756081,69371020,
,,162756082,69371131,
,,162756120,69371132,
,,162756271,69371133,
,,162756449,69371134,
,,162756450,69371145,
,,162756506,69371146,
,,162756594,69371156,
,,162756595,69371220,
,,162756627,69371221,
,,162756639,69371359,
,,162756748,69371360,
,,162756749,69371361,
,,162756750,69371662,
,,162756751,69371818,
,,162756753,69371896,
,,162757029,69372070,
,,162757030,69372078,
,,162757051,69372198,
,,162757074,69372239,
,,162757075,69372289,
,,162757076,69372290,
,,162757077,69372621,
,,162757078,69372622,
,,162757079,69373118,
,,162757335,69373119,
,,162757336,69373120,
,,162757337,69373231,
,,162757568,69373542,
,,162757636,69373543,
,,162757637,69373544,
,,162757742,69374178,
,,162757939,69374179,
,,162757957,69374283,
,,162758085,69374284,
,,162758438,69374285,
,,162758470,69374286,
,,162758660,69374315,
,,162758661,69374316,
,,162758662,69374317,
,,162758678,69374318,
,,162758741,69374319,
,,162758850,69374320,
,,162758851,69374502,
,,162758854,69374564,
,,162758855,69374631,
,,162758869,69374671,
,,162758870,69374672,
,,162758898,69374829,
,,162758984,69374931,
,,162758985,69375106,
,,162758986,69375460,
,,162758987,69375563,
,,162758988,69375598,
,,162759151,69375599,
,,162759185,69375600,
,,162759336,69375631,
,,162759337,69375632,
,,162759338,69375784,
,,162759339,69375785,
,,162759434,69375786,
,,162759543,69375942,
,,162759544,69376224,
,,162759545,69376452,
,,162759692,69376453,
,,162759778,69376454,
,,162759779,69376795,
,,162759827,69376996,
,,162759855,69377013,
,,162760071,69377014,
,,162760152,69377015,
,,162760453,69377016,
,,162760492,69377017,
,,162760493,69377018,
,,162760506,69377019,
,,162760507,69377333,
,,162760537,69377334,
,,162760547,69377335,
,,162760577,69377537,
,,162760765,69377538,
,,162760766,69377616,
,,162760767,69378564,
,,162760768,69378565,
,,162760805,69378566,
,,162760944,69378567,
,,162760946,69378593,
,,162760953,69378594,
,,162761082,69378883,
,,162761088,69378992,
,,162761089,69378993,
,,162761098,69379208,
,,162761239,69379320,
,,162761361,69379424,
,,162761362,69379425,
,,162761521,69379442,
,,162761534,69379477,
,,162761747,69379581,
,,162761777,69379582,
,,162761778,69379583,
,,162761779,69379870,
,,162761809,69380277,
,,162761810,69380678,
,,162761889,69380679,
